Spacecraft: HSEYE1

Start Time (UTC)            Stop Time (UTC)               Duration (s)    Occ Body        Type        Event Number  Total Duration (s)
27 Apr 2022 12:39:47.090    27 Apr 2022 12:39:55.653      8.5629526991    Earth           Penumbra    1             2132.0279047
27 Apr 2022 12:39:55.653    27 Apr 2022 13:15:10.458      2114.8051792    Earth           Umbra       1             2132.0279047
27 Apr 2022 13:15:10.458    27 Apr 2022 13:15:19.118      8.6597727961    Earth           Penumbra    1             2132.0279047
27 Apr 2022 14:13:15.679    27 Apr 2022 14:13:24.253      8.5738442489    Earth           Penumbra    2             2122.5990290
27 Apr 2022 14:13:24.253    27 Apr 2022 14:48:38.278      2114.0251847    Earth           Umbra       2             2122.5990290
27 Apr 2022 15:46:44.345    27 Apr 2022 15:46:52.930      8.5848234943    Earth           Penumbra    3             2130.4950071
27 Apr 2022 15:46:52.930    27 Apr 2022 16:22:06.156      2113.2266755    Earth           Umbra       3             2130.4950071
27 Apr 2022 16:22:06.156    27 Apr 2022 16:22:14.840      8.6835081456    Earth           Penumbra    3             2130.4950071
27 Apr 2022 17:20:13.051    27 Apr 2022 17:20:21.647      8.5958659183    Earth           Penumbra    4             2129.7046973
27 Apr 2022 17:20:21.647    27 Apr 2022 17:55:34.060      2112.4134523    Earth           Umbra       4             2129.7046973
27 Apr 2022 17:55:34.060    27 Apr 2022 17:55:42.756      8.6953791208    Earth           Penumbra    4             2129.7046973
27 Apr 2022 18:53:41.747    27 Apr 2022 18:53:50.355      8.6070651887    Earth           Penumbra    5             2128.9128891
27 Apr 2022 18:53:50.355    27 Apr 2022 19:29:01.953      2111.5986505    Earth           Umbra       5             2128.9128891
27 Apr 2022 19:29:01.953    27 Apr 2022 19:29:10.660      8.7071734015    Earth           Penumbra    5             2128.9128891
27 Apr 2022 20:27:10.428    27 Apr 2022 20:27:19.046      8.6185753229    Earth           Penumbra    6             2128.1267729
27 Apr 2022 20:27:19.046    27 Apr 2022 21:02:29.835      2110.7889495    Earth           Umbra       6             2128.1267729
27 Apr 2022 21:02:29.835    27 Apr 2022 21:02:38.555      8.7192480569    Earth           Penumbra    6             2128.1267729
27 Apr 2022 22:00:47.741    27 Apr 2022 22:35:57.722      2109.9816868    Earth           Umbra       7             2118.7135407
27 Apr 2022 22:35:57.722    27 Apr 2022 22:36:06.454      8.7318539154    Earth           Penumbra    7             2118.7135407
27 Apr 2022 23:34:07.795    27 Apr 2022 23:34:16.438      8.6428346462    Earth           Penumbra    8             2126.5611919
27 Apr 2022 23:34:16.438    28 Apr 2022 00:09:25.612      2109.1734829    Earth           Umbra       8             2126.5611919
28 Apr 2022 00:09:25.612    28 Apr 2022 00:09:34.357      8.7448743638    Earth           Penumbra    8             2126.5611919
28 Apr 2022 01:07:36.486    28 Apr 2022 01:07:45.142      8.6553682107    Earth           Penumbra    9             2125.7740030
28 Apr 2022 01:07:45.142    28 Apr 2022 01:42:53.502      2108.3606287    Earth           Umbra       9             2125.7740030
28 Apr 2022 01:42:53.502    28 Apr 2022 01:43:02.260      8.7580060819    Earth           Penumbra    9             2125.7740030
28 Apr 2022 02:41:05.223    28 Apr 2022 02:41:13.891      8.6679856991    Earth           Penumbra    10            2124.9748465
