Spacecraft: HSEYE5

Start Time (UTC)            Stop Time (UTC)               Duration (s)    Occ Body        Type        Event Number  Total Duration (s)
27 Apr 2022 12:17:14.597    27 Apr 2022 12:17:26.751      12.154674064    Earth           Penumbra    1             1900.0482747
27 Apr 2022 12:17:26.751    27 Apr 2022 12:48:42.636      1875.8846853    Earth           Umbra       1             1900.0482747
27 Apr 2022 12:48:42.636    27 Apr 2022 12:48:54.645      12.008915388    Earth           Penumbra    1             1900.0482747
27 Apr 2022 13:50:44.802    27 Apr 2022 13:50:56.888      12.085403921    Earth           Penumbra    2             1904.2567415
27 Apr 2022 13:50:56.888    27 Apr 2022 14:22:17.117      1880.2290005    Earth           Umbra       2             1904.2567415
27 Apr 2022 14:22:17.117    27 Apr 2022 14:22:29.059      11.942337092    Earth           Penumbra    2             1904.2567415
27 Apr 2022 15:24:14.946    27 Apr 2022 15:24:26.963      12.016604003    Earth           Penumbra    3             1908.4121338
27 Apr 2022 15:24:26.963    27 Apr 2022 15:55:51.482      1884.5193036    Earth           Umbra       3             1908.4121338
27 Apr 2022 15:55:51.482    27 Apr 2022 15:56:03.358      11.876226193    Earth           Penumbra    3             1908.4121338
27 Apr 2022 16:57:45.024    27 Apr 2022 16:57:56.973      11.948503449    Earth           Penumbra    4             1912.5027052
27 Apr 2022 16:57:56.973    27 Apr 2022 17:29:25.716      1888.7434351    Earth           Umbra       4             1912.5027052
27 Apr 2022 17:29:25.716    27 Apr 2022 17:29:37.527      11.810766568    Earth           Penumbra    4             1912.5027052
27 Apr 2022 18:31:15.064    27 Apr 2022 18:31:26.945      11.881291482    Earth           Penumbra    5             1916.5369036
27 Apr 2022 18:31:26.945    27 Apr 2022 19:02:59.855      1892.9095511    Earth           Umbra       5             1916.5369036
27 Apr 2022 19:02:59.855    27 Apr 2022 19:03:11.601      11.746061000    Earth           Penumbra    5             1916.5369036
27 Apr 2022 20:04:45.112    27 Apr 2022 20:04:56.927      11.814897694    Earth           Penumbra    6             1920.5447912
27 Apr 2022 20:04:56.927    27 Apr 2022 20:36:33.975      1897.0478387    Earth           Umbra       6             1920.5447912
27 Apr 2022 20:36:33.975    27 Apr 2022 20:36:45.657      11.682054796    Earth           Penumbra    6             1920.5447912
27 Apr 2022 21:38:15.197    27 Apr 2022 21:38:26.946      11.749223701    Earth           Penumbra    7             1924.5358858
27 Apr 2022 21:38:26.946    27 Apr 2022 22:10:08.114      1901.1678023    Earth           Umbra       7             1924.5358858
27 Apr 2022 22:10:08.114    27 Apr 2022 22:10:19.733      11.618859856    Earth           Penumbra    7             1924.5358858
27 Apr 2022 23:11:45.300    27 Apr 2022 23:11:56.984      11.684536992    Earth           Penumbra    8             1928.4751630
27 Apr 2022 23:11:56.984    27 Apr 2022 23:43:42.218      1905.2338035    Earth           Umbra       8             1928.4751630
27 Apr 2022 23:43:42.218    27 Apr 2022 23:43:53.775      11.556822562    Earth           Penumbra    8             1928.4751630
28 Apr 2022 00:45:15.378    28 Apr 2022 00:45:26.999      11.621329479    Earth           Penumbra    9             1932.3266939
28 Apr 2022 00:45:26.999    28 Apr 2022 01:17:16.208      1909.2091468    Earth           Umbra       9             1932.3266939
28 Apr 2022 01:17:16.208    28 Apr 2022 01:17:27.704      11.496217630    Earth           Penumbra    9             1932.3266939
28 Apr 2022 02:18:45.398    28 Apr 2022 02:18:56.958      11.559732549    Earth           Penumbra    10            1936.1026004
28 Apr 2022 02:18:56.958    28 Apr 2022 02:50:50.063      1913.1058090    Earth           Umbra       10            1936.1026004
28 Apr 2022 02:50:50.063    28 Apr 2022 02:51:01.500      11.437058891    Earth           Penumbra    10            1936.1026004
