Spacecraft: HSEYE18

Start Time (UTC)            Stop Time (UTC)               Duration (s)    Occ Body        Type        Event Number  Total Duration (s)
28 Apr 2022 15:55:43.804    28 Apr 2022 15:55:53.533      9.7283249488    Earth           Penumbra    19            2060.6923786
28 Apr 2022 15:55:53.533    28 Apr 2022 16:29:54.670      2041.1376243    Earth           Umbra       19            2060.6923786
28 Apr 2022 16:29:54.670    28 Apr 2022 16:30:04.497      9.8264293629    Earth           Penumbra    19            2060.6923786
28 Apr 2022 17:29:13.879    28 Apr 2022 17:29:23.624      9.7447020351    Earth           Penumbra    20            2059.6393725
28 Apr 2022 17:29:23.624    28 Apr 2022 18:03:23.676      2040.0524059    Earth           Umbra       20            2059.6393725
28 Apr 2022 18:03:23.676    28 Apr 2022 18:03:33.519      9.8422645591    Earth           Penumbra    20            2059.6393725
28 Apr 2022 19:02:43.942    28 Apr 2022 19:02:53.704      9.7611734178    Earth           Penumbra    21            2058.6110312
28 Apr 2022 19:02:53.704    28 Apr 2022 19:36:52.695      2038.9917904    Earth           Umbra       21            2058.6110312
28 Apr 2022 19:36:52.695    28 Apr 2022 19:37:02.553      9.8580673803    Earth           Penumbra    21            2058.6110312
28 Apr 2022 20:36:14.021    28 Apr 2022 20:36:23.799      9.7779465490    Earth           Penumbra    22            2057.6017855
28 Apr 2022 20:36:23.799    28 Apr 2022 21:10:21.749      2037.9495554    Earth           Umbra       22            2057.6017855
28 Apr 2022 21:10:21.749    28 Apr 2022 21:10:31.623      9.8742835340    Earth           Penumbra    22            2057.6017855
28 Apr 2022 22:09:44.113    28 Apr 2022 22:09:53.908      9.7950006835    Earth           Penumbra    23            2056.6017585
28 Apr 2022 22:09:53.908    28 Apr 2022 22:43:50.824      2036.9159354    Earth           Umbra       23            2056.6017585
28 Apr 2022 22:43:50.824    28 Apr 2022 22:44:00.715      9.8908224958    Earth           Penumbra    23            2056.6017585
28 Apr 2022 23:43:14.214    28 Apr 2022 23:43:24.026      9.8120475886    Earth           Penumbra    24            2055.6075707
28 Apr 2022 23:43:24.026    29 Apr 2022 00:17:19.914      2035.8883597    Earth           Umbra       24            2055.6075707
29 Apr 2022 00:17:19.914    29 Apr 2022 00:17:29.821      9.9071634351    Earth           Penumbra    24            2055.6075707
29 Apr 2022 01:16:44.357    29 Apr 2022 01:16:54.186      9.8287811154    Earth           Penumbra    25            2054.6175420
29 Apr 2022 01:16:54.186    29 Apr 2022 01:50:49.052      2034.8658409    Earth           Umbra       25            2054.6175420
29 Apr 2022 01:50:49.052    29 Apr 2022 01:50:58.975      9.9229200510    Earth           Penumbra    25            2054.6175420
29 Apr 2022 02:50:14.580    29 Apr 2022 02:50:24.425      9.8451827187    Earth           Penumbra    26            2053.6289287
29 Apr 2022 02:50:24.425    29 Apr 2022 03:24:18.271      2033.8455317    Earth           Umbra       26            2053.6289287
29 Apr 2022 03:24:18.271    29 Apr 2022 03:24:28.209      9.9382143002    Earth           Penumbra    26            2053.6289287
29 Apr 2022 04:23:44.859    29 Apr 2022 04:23:54.720      9.8614309332    Earth           Penumbra    27            2052.6417176
29 Apr 2022 04:23:54.720    29 Apr 2022 04:57:47.547      2032.8268853    Earth           Umbra       27            2052.6417176
29 Apr 2022 04:57:47.547    29 Apr 2022 04:57:57.501      9.9534013658    Earth           Penumbra    27            2052.6417176
29 Apr 2022 05:57:15.123    29 Apr 2022 05:57:25.000      9.8775185295    Earth           Penumbra    28            2051.6575180
29 Apr 2022 05:57:25.000    29 Apr 2022 06:31:16.812      2031.8114424    Earth           Umbra       28            2051.6575180
29 Apr 2022 06:31:16.812    29 Apr 2022 06:31:26.780      9.9685569992    Earth           Penumbra    28            2051.6575180
29 Apr 2022 07:30:45.318    29 Apr 2022 07:30:55.211      9.8932364839    Earth           Penumbra    29            2050.6779785
29 Apr 2022 07:30:55.211    29 Apr 2022 08:04:46.013      2030.8013415    Earth           Umbra       29            2050.6779785
29 Apr 2022 08:04:46.013    29 Apr 2022 08:04:55.996      9.9834005116    Earth           Penumbra    29            2050.6779785
29 Apr 2022 09:04:15.451    29 Apr 2022 09:04:25.359      9.9085781956    Earth           Penumbra    30            2049.7098872
29 Apr 2022 09:04:25.359    29 Apr 2022 09:38:15.163      2029.8034909    Earth           Umbra       30            2049.7098872
29 Apr 2022 09:38:15.163    29 Apr 2022 09:38:25.161      9.9978181184    Earth           Penumbra    30            2049.7098872
29 Apr 2022 10:37:45.577    29 Apr 2022 10:37:55.501      9.9238397554    Earth           Penumbra    31            2048.7625082
29 Apr 2022 10:37:55.501    29 Apr 2022 11:11:44.327      2028.8265084    Earth           Umbra       31            2048.7625082
29 Apr 2022 11:11:44.327    29 Apr 2022 11:11:54.339      10.012159974    Earth           Penumbra    31            2048.7625082
29 Apr 2022 12:11:15.760    29 Apr 2022 12:11:25.699      9.9392088130    Earth           Penumbra    32            2047.8326619
29 Apr 2022 12:11:25.699    29 Apr 2022 12:45:13.566      2027.8666429    Earth           Umbra       32            2047.8326619
29 Apr 2022 12:45:13.566    29 Apr 2022 12:45:23.593      10.026810179    Earth           Penumbra    32            2047.8326619
29 Apr 2022 13:44:46.015    29 Apr 2022 13:44:55.970      9.9545137491    Earth           Penumbra    33            2046.9043735
29 Apr 2022 13:44:55.970    29 Apr 2022 14:18:42.878      2026.9082573    Earth           Umbra       33            2046.9043735
29 Apr 2022 14:18:42.878    29 Apr 2022 14:18:52.919      10.041602456    Earth           Penumbra    33            2046.9043735
29 Apr 2022 15:18:16.294    29 Apr 2022 15:18:26.263      9.9694911623    Earth           Penumbra    34            2045.9720460
29 Apr 2022 15:18:26.263    29 Apr 2022 15:52:12.210      2025.9465977    Earth           Umbra       34            2045.9720460
29 Apr 2022 15:52:12.210    29 Apr 2022 15:52:22.266      10.055957199    Earth           Penumbra    34            2045.9720460
29 Apr 2022 16:51:46.546    29 Apr 2022 16:51:56.530      9.9841448246    Earth           Penumbra    35            2045.0515832
29 Apr 2022 16:51:56.530    29 Apr 2022 17:25:41.528      2024.9978035    Earth           Umbra       35            2045.0515832
29 Apr 2022 17:25:41.528    29 Apr 2022 17:25:51.598      10.069634893    Earth           Penumbra    35            2045.0515832
29 Apr 2022 18:25:16.777    29 Apr 2022 18:25:26.776      9.9987371941    Earth           Penumbra    36            2044.1597378
29 Apr 2022 18:25:26.776    29 Apr 2022 18:59:10.854      2024.0779684    Earth           Umbra       36            2044.1597378
29 Apr 2022 18:59:10.854    29 Apr 2022 18:59:20.937      10.083032213    Earth           Penumbra    36            2044.1597378
29 Apr 2022 19:58:47.020    29 Apr 2022 19:58:57.033      10.013529786    Earth           Penumbra    37            2043.2948188
29 Apr 2022 19:58:57.033    29 Apr 2022 20:32:40.218      2023.1845936    Earth           Umbra       37            2043.2948188
29 Apr 2022 20:32:40.218    29 Apr 2022 20:32:50.315      10.096695449    Earth           Penumbra    37            2043.2948188
29 Apr 2022 21:32:17.277    29 Apr 2022 21:32:27.305      10.028557177    Earth           Penumbra    38            2042.4456293
29 Apr 2022 21:32:27.305    29 Apr 2022 22:06:09.612      2022.3063850    Earth           Umbra       38            2042.4456293
29 Apr 2022 22:06:09.612    29 Apr 2022 22:06:19.722      10.110687150    Earth           Penumbra    38            2042.4456293
29 Apr 2022 23:05:47.536    29 Apr 2022 23:05:57.580      10.043545591    Earth           Penumbra    39            2041.6067647
29 Apr 2022 23:05:57.580    29 Apr 2022 23:39:39.018      2021.4387134    Earth           Umbra       39            2041.6067647
29 Apr 2022 23:39:39.018    29 Apr 2022 23:39:49.143      10.124505660    Earth           Penumbra    39            2041.6067647
30 Apr 2022 00:39:17.823    30 Apr 2022 00:39:27.881      10.058129474    Earth           Penumbra    40            2040.7774108
30 Apr 2022 00:39:27.881    30 Apr 2022 01:13:08.462      2020.5816424    Earth           Umbra       40            2040.7774108
30 Apr 2022 01:13:08.462    30 Apr 2022 01:13:18.600      10.137638950    Earth           Penumbra    40            2040.7774108
30 Apr 2022 02:12:48.177    30 Apr 2022 02:12:58.249      10.072215786    Earth           Penumbra    41            2039.9558087
30 Apr 2022 02:12:58.249    30 Apr 2022 02:46:37.983      2019.7335128    Earth           Umbra       41            2039.9558087
30 Apr 2022 02:46:37.983    30 Apr 2022 02:46:48.133      10.150080104    Earth           Penumbra    41            2039.9558087
30 Apr 2022 03:46:18.589    30 Apr 2022 03:46:28.675      10.086007579    Earth           Penumbra    42            2039.1413363
30 Apr 2022 03:46:28.675    30 Apr 2022 04:20:07.568      2018.8930894    Earth           Umbra       42            2039.1413363
30 Apr 2022 04:20:07.568    30 Apr 2022 04:20:17.730      10.162239312    Earth           Penumbra    42            2039.1413363
30 Apr 2022 05:19:48.992    30 Apr 2022 05:19:59.091      10.099596006    Earth           Penumbra    43            2038.3352623
30 Apr 2022 05:19:59.091    30 Apr 2022 05:53:37.153      2018.0613130    Earth           Umbra       43            2038.3352623
30 Apr 2022 05:53:37.153    30 Apr 2022 05:53:47.327      10.174353258    Earth           Penumbra    43            2038.3352623
30 Apr 2022 06:53:19.322    30 Apr 2022 06:53:29.435      10.112788389    Earth           Penumbra    44            2037.5391152
30 Apr 2022 06:53:29.435    30 Apr 2022 07:27:06.675      2017.2401359    Earth           Umbra       44            2037.5391152
30 Apr 2022 07:27:06.675    30 Apr 2022 07:27:16.861      10.186190915    Earth           Penumbra    44            2037.5391152
30 Apr 2022 08:26:49.575    30 Apr 2022 08:26:59.701      10.125481000    Earth           Penumbra    45            2036.7588155
30 Apr 2022 08:26:59.701    30 Apr 2022 09:00:36.137      2016.4358296    Earth           Umbra       45            2036.7588155
30 Apr 2022 09:00:36.137    30 Apr 2022 09:00:46.334      10.197504913    Earth           Penumbra    45            2036.7588155
30 Apr 2022 10:00:19.804    30 Apr 2022 10:00:29.942      10.137936613    Earth           Penumbra    46            2036.0046222
30 Apr 2022 10:00:29.942    30 Apr 2022 10:34:05.600      2015.6581445    Earth           Umbra       46            2036.0046222
30 Apr 2022 10:34:05.600    30 Apr 2022 10:34:15.809      10.208541050    Earth           Penumbra    46            2036.0046222
30 Apr 2022 11:33:50.078    30 Apr 2022 11:34:00.228      10.150443774    Earth           Penumbra    47            2035.2769751
30 Apr 2022 11:34:00.228    30 Apr 2022 12:07:35.135      2014.9067715    Earth           Umbra       47            2035.2769751
30 Apr 2022 12:07:35.135    30 Apr 2022 12:07:45.355      10.219759808    Earth           Penumbra    47            2035.2769751
30 Apr 2022 13:07:20.421    30 Apr 2022 13:07:30.584      10.162901273    Earth           Penumbra    48            2034.5602812
30 Apr 2022 13:07:30.584    30 Apr 2022 13:41:04.750      2014.1662345    Earth           Umbra       48            2034.5602812
30 Apr 2022 13:41:04.750    30 Apr 2022 13:41:14.981      10.231145471    Earth           Penumbra    48            2034.5602812
30 Apr 2022 14:40:50.789    30 Apr 2022 14:41:00.964      10.174973099    Earth           Penumbra    49            2033.8430665
30 Apr 2022 14:41:00.964    30 Apr 2022 15:14:34.390      2013.4259621    Earth           Umbra       49            2033.8430665
30 Apr 2022 15:14:34.390    30 Apr 2022 15:14:44.632      10.242131318    Earth           Penumbra    49            2033.8430665
30 Apr 2022 16:14:21.127    30 Apr 2022 16:14:31.313      10.186559614    Earth           Penumbra    50            2033.1364777
30 Apr 2022 16:14:31.313    30 Apr 2022 16:48:04.011      2012.6976015    Earth           Umbra       50            2033.1364777
30 Apr 2022 16:48:04.011    30 Apr 2022 16:48:14.263      10.252316587    Earth           Penumbra    50            2033.1364777
30 Apr 2022 17:47:51.432    30 Apr 2022 17:48:01.630      10.197910701    Earth           Penumbra    51            2032.4601323
30 Apr 2022 17:48:01.630    30 Apr 2022 18:21:33.630      2012.0002534    Earth           Umbra       51            2032.4601323
30 Apr 2022 18:21:33.630    30 Apr 2022 18:21:43.892      10.261968139    Earth           Penumbra    51            2032.4601323
30 Apr 2022 19:21:21.741    30 Apr 2022 19:21:31.951      10.209342570    Earth           Penumbra    52            2031.8177012
30 Apr 2022 19:21:31.951    30 Apr 2022 19:55:03.287      2011.3366651    Earth           Umbra       52            2031.8177012
30 Apr 2022 19:55:03.287    30 Apr 2022 19:55:13.559      10.271693557    Earth           Penumbra    52            2031.8177012
30 Apr 2022 20:54:52.064    30 Apr 2022 20:55:02.285      10.220951401    Earth           Penumbra    53            2031.1983995
30 Apr 2022 20:55:02.285    30 Apr 2022 21:28:32.981      2010.6957368    Earth           Umbra       53            2031.1983995
30 Apr 2022 21:28:32.981    30 Apr 2022 21:28:43.262      10.281711293    Earth           Penumbra    53            2031.1983995
30 Apr 2022 22:28:22.384    30 Apr 2022 22:28:32.617      10.232480394    Earth           Penumbra    54            2030.5941814
30 Apr 2022 22:28:32.617    30 Apr 2022 23:02:02.687      2010.0700889    Earth           Umbra       54            2030.5941814
30 Apr 2022 23:02:02.687    30 Apr 2022 23:02:12.978      10.291612102    Earth           Penumbra    54            2030.5941814
01 May 2022 00:01:52.716    01 May 2022 00:02:02.959      10.243537277    Earth           Penumbra    55            2030.0036875
01 May 2022 00:02:02.959    01 May 2022 00:35:32.419      2009.4593619    Earth           Umbra       55            2030.0036875
01 May 2022 00:35:32.419    01 May 2022 00:35:42.719      10.300788400    Earth           Penumbra    55            2030.0036875
01 May 2022 01:35:23.099    01 May 2022 01:35:33.353      10.253951058    Earth           Penumbra    56            2029.4261085
01 May 2022 01:35:33.353    01 May 2022 02:09:02.216      2008.8630738    Earth           Umbra       56            2029.4261085
01 May 2022 02:09:02.216    01 May 2022 02:09:12.525      10.309083655    Earth           Penumbra    56            2029.4261085
01 May 2022 03:08:53.537    01 May 2022 03:09:03.801      10.263919132    Earth           Penumbra    57            2028.8608317
01 May 2022 03:09:03.801    01 May 2022 03:42:32.081      2008.2800234    Earth           Umbra       57            2028.8608317
01 May 2022 03:42:32.081    01 May 2022 03:42:42.398      10.316889198    Earth           Penumbra    57            2028.8608317
01 May 2022 04:42:23.971    01 May 2022 04:42:34.244      10.273627890    Earth           Penumbra    58            2028.3088947
01 May 2022 04:42:34.244    01 May 2022 05:16:01.955      2007.7106663    Earth           Umbra       58            2028.3088947
01 May 2022 05:16:01.955    01 May 2022 05:16:12.280      10.324600444    Earth           Penumbra    58            2028.3088947
01 May 2022 06:15:54.331    01 May 2022 06:16:04.614      10.282939032    Earth           Penumbra    59            2027.7715136
01 May 2022 06:16:04.614    01 May 2022 06:49:31.770      2007.1564760    Earth           Umbra       59            2027.7715136
01 May 2022 06:49:31.770    01 May 2022 06:49:42.102      10.332098580    Earth           Penumbra    59            2027.7715136
01 May 2022 07:49:24.599    01 May 2022 07:49:34.891      10.291669623    Earth           Penumbra    60            2027.2533146
01 May 2022 07:49:34.891    01 May 2022 08:23:01.514      2006.6225851    Earth           Umbra       60            2027.2533146
01 May 2022 08:23:01.514    01 May 2022 08:23:11.853      10.339059855    Earth           Penumbra    60            2027.2533146
01 May 2022 09:22:54.823    01 May 2022 09:23:05.123      10.300016426    Earth           Penumbra    61            2026.7646901
01 May 2022 09:23:05.123    01 May 2022 09:56:31.242      2006.1191014    Earth           Umbra       61            2026.7646901
01 May 2022 09:56:31.242    01 May 2022 09:56:41.588      10.345572280    Earth           Penumbra    61            2026.7646901
01 May 2022 10:56:25.076    01 May 2022 10:56:35.385      10.308332113    Earth           Penumbra    62            2026.3097727
01 May 2022 10:56:35.385    01 May 2022 11:30:01.034      2005.6493308    Earth           Umbra       62            2026.3097727
01 May 2022 11:30:01.034    01 May 2022 11:30:11.386      10.352109850    Earth           Penumbra    62            2026.3097727
01 May 2022 12:29:55.395    01 May 2022 12:30:05.712      10.316618567    Earth           Penumbra    63            2025.8751251
01 May 2022 12:30:05.712    01 May 2022 13:03:30.911      2005.1996884    Earth           Umbra       63            2025.8751251
01 May 2022 13:03:30.911    01 May 2022 13:03:41.270      10.358818097    Earth           Penumbra    63            2025.8751251
01 May 2022 14:03:25.740    01 May 2022 14:03:36.065      10.324510233    Earth           Penumbra    64            2025.4444476
01 May 2022 14:03:36.065    01 May 2022 14:37:00.820      2004.7547313    Earth           Umbra       64            2025.4444476
01 May 2022 14:37:00.820    01 May 2022 14:37:11.185      10.365206050    Earth           Penumbra    64            2025.4444476
01 May 2022 15:36:56.051    01 May 2022 15:37:06.383      10.331795574    Earth           Penumbra    65            2025.0222700
01 May 2022 15:37:06.383    01 May 2022 16:10:30.702      2004.3197278    Earth           Umbra       65            2025.0222700
01 May 2022 16:10:30.702    01 May 2022 16:10:41.073      10.370746593    Earth           Penumbra    65            2025.0222700
01 May 2022 17:10:26.317    01 May 2022 17:10:36.655      10.338670411    Earth           Penumbra    66            2024.6287519
01 May 2022 17:10:36.655    01 May 2022 17:44:00.570      2003.9145336    Earth           Umbra       66            2024.6287519
01 May 2022 17:44:00.570    01 May 2022 17:44:10.945      10.375547851    Earth           Penumbra    66            2024.6287519
01 May 2022 18:43:56.576    01 May 2022 18:44:06.921      10.345511616    Earth           Penumbra    67            2024.2735081
01 May 2022 18:44:06.921    01 May 2022 19:17:30.469      2003.5477891    Earth           Umbra       67            2024.2735081
01 May 2022 19:17:30.469    01 May 2022 19:17:40.849      10.380207351    Earth           Penumbra    67            2024.2735081
01 May 2022 20:17:26.846    01 May 2022 20:17:37.198      10.352462518    Earth           Penumbra    68            2023.9483860
01 May 2022 20:17:37.198    01 May 2022 20:51:00.409      2003.2108303    Earth           Umbra       68            2023.9483860
01 May 2022 20:51:00.409    01 May 2022 20:51:10.794      10.385093163    Earth           Penumbra    68            2023.9483860
01 May 2022 21:50:57.110    01 May 2022 21:51:07.469      10.359314096    Earth           Penumbra    69            2023.6430762
01 May 2022 21:51:07.469    01 May 2022 22:24:30.363      2002.8938382    Earth           Umbra       69            2023.6430762
01 May 2022 22:24:30.363    01 May 2022 22:24:40.753      10.389923968    Earth           Penumbra    69            2023.6430762
01 May 2022 23:24:27.369    01 May 2022 23:24:37.735      10.365648929    Earth           Penumbra    70            2023.3542055
01 May 2022 23:24:37.735    01 May 2022 23:58:00.329      2002.5944779    Earth           Umbra       70            2023.3542055
01 May 2022 23:58:00.329    01 May 2022 23:58:10.724      10.394078668    Earth           Penumbra    70            2023.3542055
02 May 2022 00:57:57.662    02 May 2022 00:58:08.034      10.371242592    Earth           Penumbra    71            2023.0810567
02 May 2022 00:58:08.034    02 May 2022 01:31:30.346      2002.3125677    Earth           Umbra       71            2023.0810567
02 May 2022 01:31:30.346    02 May 2022 01:31:40.743      10.397246398    Earth           Penumbra    71            2023.0810567
02 May 2022 02:31:28.004    02 May 2022 02:31:38.380      10.376261990    Earth           Penumbra    72            2022.8233940
02 May 2022 02:31:38.380    02 May 2022 03:05:00.427      2002.0473993    Earth           Umbra       72            2022.8233940
02 May 2022 03:05:00.427    02 May 2022 03:05:10.827      10.399732681    Earth           Penumbra    72            2022.8233940
02 May 2022 04:04:58.346    02 May 2022 04:05:08.727      10.380963923    Earth           Penumbra    73            2022.5825525
02 May 2022 04:05:08.727    02 May 2022 04:38:30.526      2001.7995491    Earth           Umbra       73            2022.5825525
02 May 2022 04:38:30.526    02 May 2022 04:38:40.928      10.402039485    Earth           Penumbra    73            2022.5825525
02 May 2022 05:38:28.614    02 May 2022 05:38:39.000      10.385292757    Earth           Penumbra    74            2022.3596860
02 May 2022 05:38:39.000    02 May 2022 06:12:00.570      2001.5701727    Earth           Umbra       74            2022.3596860
02 May 2022 06:12:00.570    02 May 2022 06:12:10.974      10.404220561    Earth           Penumbra    74            2022.3596860
02 May 2022 07:11:58.779    02 May 2022 07:12:09.168      10.389030038    Earth           Penumbra    75            2022.1577547
02 May 2022 07:12:09.168    02 May 2022 07:45:30.531      2001.3627866    Earth           Umbra       75            2022.1577547
02 May 2022 07:45:30.531    02 May 2022 07:45:40.937      10.405938013    Earth           Penumbra    75            2022.1577547
02 May 2022 08:45:28.878    02 May 2022 08:45:39.271      10.392268805    Earth           Penumbra    76            2021.9861412
02 May 2022 08:45:39.271    02 May 2022 09:19:00.457      2001.1867579    Earth           Umbra       76            2021.9861412
02 May 2022 09:19:00.457    02 May 2022 09:19:10.864      10.407114518    Earth           Penumbra    76            2021.9861412
02 May 2022 10:18:58.990    02 May 2022 10:19:09.385      10.395396617    Earth           Penumbra    77            2021.8521919
02 May 2022 10:19:09.385    02 May 2022 10:52:30.434      2001.0486334    Earth           Umbra       77            2021.8521919
02 May 2022 10:52:30.434    02 May 2022 10:52:40.842      10.408161837    Earth           Penumbra    77            2021.8521919
02 May 2022 11:52:29.161    02 May 2022 11:52:39.559      10.398520972    Earth           Penumbra    78            2021.7462524
02 May 2022 11:52:39.559    02 May 2022 12:26:00.497      2000.9383717    Earth           Umbra       78            2021.7462524
02 May 2022 12:26:00.497    02 May 2022 12:26:10.907      10.409359715    Earth           Penumbra    78            2021.7462524
02 May 2022 13:25:59.360    02 May 2022 13:26:09.761      10.401300516    Earth           Penumbra    79            2021.6490299
02 May 2022 13:26:09.761    02 May 2022 13:59:30.599      2000.8373790    Earth           Umbra       79            2021.6490299
02 May 2022 13:59:30.599    02 May 2022 13:59:41.009      10.410350456    Earth           Penumbra    79            2021.6490299
02 May 2022 14:59:29.522    02 May 2022 14:59:39.925      10.403411184    Earth           Penumbra    80            2021.5574028
02 May 2022 14:59:39.925    02 May 2022 15:33:00.669      2000.7434443    Earth           Umbra       80            2021.5574028
02 May 2022 15:33:00.669    02 May 2022 15:33:11.079      10.410547222    Earth           Penumbra    80            2021.5574028
