Target: HSEYE5

Observer: Bahrain
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
28 May 2022 09:36:20.364    28 May 2022 09:44:25.946      485.58226987    
28 May 2022 23:07:45.615    28 May 2022 23:10:33.018      167.40289562    
29 May 2022 00:42:21.432    29 May 2022 00:50:12.011      470.57943401    
29 May 2022 07:21:54.090    29 May 2022 07:23:56.170      122.07972376    
29 May 2022 08:56:50.736    29 May 2022 09:04:57.484      486.74847633    
30 May 2022 00:02:48.156    30 May 2022 00:10:44.880      476.72399024    
30 May 2022 01:43:15.357    30 May 2022 01:46:05.855      170.49830480    
30 May 2022 08:17:25.282    30 May 2022 08:25:20.307      475.02567479    
30 May 2022 09:56:23.707    30 May 2022 10:00:42.923      259.21584751    
30 May 2022 23:23:22.066    30 May 2022 23:31:11.643      469.57758965    
31 May 2022 01:02:37.148    31 May 2022 01:07:23.579      286.43079683    
31 May 2022 07:38:03.791    31 May 2022 07:45:34.386      450.59525793    
31 May 2022 09:16:05.121    31 May 2022 09:22:09.314      364.19317176    
31 May 2022 22:44:03.969    31 May 2022 22:51:31.262      447.29234887    
01 Jun 2022 00:22:21.724    01 Jun 2022 00:28:20.777      359.05324761    
01 Jun 2022 06:58:46.586    01 Jun 2022 07:05:39.167      412.58123252    
01 Jun 2022 08:36:06.725    01 Jun 2022 08:43:12.053      425.32794094    
01 Jun 2022 22:04:55.681    01 Jun 2022 22:11:41.691      406.00978355    
01 Jun 2022 23:42:18.133    01 Jun 2022 23:49:08.240      410.10690633    
02 Jun 2022 06:19:34.847    02 Jun 2022 06:25:33.254      358.40692901    
02 Jun 2022 07:56:18.837    02 Jun 2022 08:04:00.590      461.75351660    
02 Jun 2022 21:26:01.412    02 Jun 2022 21:31:38.493      337.08060540    
02 Jun 2022 23:02:23.322    02 Jun 2022 23:09:48.836      445.51354452    
03 Jun 2022 05:40:31.875    03 Jun 2022 05:45:13.152      281.27770324    
03 Jun 2022 07:16:37.916    03 Jun 2022 07:24:38.230      480.31476958    
03 Jun 2022 20:47:35.131    03 Jun 2022 20:51:07.476      212.34471897    
03 Jun 2022 22:22:36.074    03 Jun 2022 22:30:23.572      467.49792569    
04 Jun 2022 05:01:51.112    04 Jun 2022 05:04:25.261      154.14876533    
04 Jun 2022 06:37:02.256    04 Jun 2022 06:45:06.442      484.18617882    
04 Jun 2022 21:42:55.962    04 Jun 2022 21:50:52.657      476.69444686    
04 Jun 2022 23:23:44.968    04 Jun 2022 23:25:55.570      130.60230754    
05 Jun 2022 05:57:31.000    05 Jun 2022 06:05:25.845      474.84470049    
05 Jun 2022 07:36:46.086    05 Jun 2022 07:40:27.913      221.82721097    
05 Jun 2022 21:03:23.091    05 Jun 2022 21:11:15.757      472.66546172    
05 Jun 2022 22:42:50.766    05 Jun 2022 22:47:18.508      267.74151886    
06 Jun 2022 05:18:03.841    06 Jun 2022 05:25:36.508      452.66761958    
06 Jun 2022 06:56:14.267    06 Jun 2022 07:01:58.219      343.95197164    
06 Jun 2022 20:23:58.133    06 Jun 2022 20:31:31.971      453.83798640    
06 Jun 2022 22:02:26.659    06 Jun 2022 22:08:13.776      347.11690117    
07 Jun 2022 04:38:41.000    07 Jun 2022 04:45:37.978      416.97748866    
07 Jun 2022 06:16:07.770    07 Jun 2022 06:22:59.894      412.12461881    
07 Jun 2022 19:44:42.653    07 Jun 2022 19:51:39.506      416.85304631    
07 Jun 2022 21:22:15.757    07 Jun 2022 21:28:58.118      402.36044739    
08 Jun 2022 03:59:23.497    08 Jun 2022 04:05:29.016      365.51951207    
08 Jun 2022 05:36:13.202    08 Jun 2022 05:43:46.094      452.89148366    
08 Jun 2022 19:05:40.193    08 Jun 2022 19:11:34.588      354.39533213    
08 Jun 2022 20:42:14.208    08 Jun 2022 20:49:35.200      440.99240190    
09 Jun 2022 03:20:14.186    09 Jun 2022 03:25:06.563      292.37700936    
09 Jun 2022 04:56:26.265    09 Jun 2022 05:04:20.882      474.61698723    
09 Jun 2022 18:27:01.257    09 Jun 2022 18:31:06.486      245.22877730    
09 Jun 2022 20:02:20.532    09 Jun 2022 20:10:06.294      465.76202747    
10 Jun 2022 02:41:23.657    10 Jun 2022 02:44:19.860      176.20377231    
10 Jun 2022 04:16:44.965    10 Jun 2022 04:24:46.006      481.04063947    
10 Jun 2022 19:22:34.170    10 Jun 2022 19:30:31.735      477.56520695    
10 Jun 2022 21:03:46.566    10 Jun 2022 21:05:14.608      88.041833171    
11 Jun 2022 03:37:08.300    11 Jun 2022 03:45:02.223      473.92360121    
11 Jun 2022 05:16:41.665    11 Jun 2022 05:19:42.668      181.00292401    
11 Jun 2022 18:42:55.126    11 Jun 2022 18:50:51.284      476.15828470    
11 Jun 2022 20:22:33.610    11 Jun 2022 20:26:46.277      252.66718181    
